area_fips,own_code,industry_code,agglvl_code,size_code,year,annual_avg_emplvl,total_annual_wages,taxable_annual_wages,annual_contributions,annual_avg_wkly_wage,avg_annual_pay,oty_total_annual_wages_chg,oty_total_annual_wages_pct_chg,oty_taxable_annual_wages_chg,oty_taxable_annual_wages_pct_chg
06021,0,10,70,0,1995,7844,157100880,0,0,385,20028,7964702,5.3,0,0.0
06023,0,10,70,0,1995,46228,994008715,0,0,414,21502,38018988,4.0,0,0.0
06025,0,10,70,0,1995,48504,962201111,0,0,381,19838,11378238,1.2,0,0.0
06027,0,10,70,0,1995,7098,156960469,0,0,425,22113,10170108,6.9,0,0.0
06029,0,10,70,0,1995,216512,5349971186,0,0,475,24710,289786925,5.7,0,0.0
06031,0,10,70,0,1995,32486,748603142,0,0,443,23044,38975157,5.5,0,0.0
06033,0,10,70,0,1995,13063,249816560,0,0,368,19123,6077155,2.5,0,0.0
06035,0,10,70,0,1995,9590,240234892,0,0,482,25051,29524471,14.0,0,0.0
06037,0,10,70,0,1995,3766088,122061574613,0,0,623,32411,3372946047,2.8,0,0.0
06039,0,10,70,0,1995,32872,637907945,0,0,373,19406,40621813,6.8,0,0.0
06041,0,10,70,0,1995,100731,3178258285,0,0,607,31552,218869745,7.4,0,0.0
06043,0,10,70,0,1995,5151,98876078,0,0,369,19195,4434591,4.7,0,0.0
06045,0,10,70,0,1995,29905,594065413,0,0,382,19865,28890481,5.1,0,0.0
06047,0,10,70,0,1995,58736,1191018057,0,0,390,20277,11150751,0.9,0,0.0
06049,0,10,70,0,1995,2806,52271665,0,0,358,18629,19447,0.0,0,0.0
06051,0,10,70,0,1995,5364,103300496,0,0,370,19259,1850583,1.8,0,0.0
06053,0,10,70,0,1995,140314,3406984241,0,0,467,24281,107623604,3.3,0,0.0
06055,0,10,70,0,1995,46875,1195291645,0,0,490,25500,83912844,7.6,0,0.0
06057,0,10,70,0,1995,23439,516876311,0,0,424,22052,11550588,2.3,0,0.0
06059,0,10,70,0,1995,1161372,35925390643,0,0,595,30934,1526240601,4.4,0,0.0
06061,0,10,70,0,1995,74795,1896701078,0,0,488,25359,175326953,10.2,0,0.0
06063,0,10,70,0,1995,6177,134329649,0,0,418,21748,1695098,1.3,0,0.0
06065,0,10,70,0,1995,359335,8565444214,0,0,458,23837,392630465,4.8,0,0.0
06067,0,10,70,0,1995,496422,15176215128,0,0,588,30571,1113522909,7.9,0,0.0
06069,0,10,70,0,1995,12700,256901120,0,0,389,20229,21318283,9.0,0,0.0
06071,0,10,70,0,1995,432425,11103190798,0,0,494,25677,477291148,4.5,0,0.0
06073,0,10,70,0,1995,980995,27285905354,0,0,535,27815,981136475,3.7,0,0.0
06075,0,10,70,0,1995,528833,20999120508,0,0,764,39708,848078698,4.2,0,0.0
06077,0,10,70,0,1995,174271,4252097796,0,0,469,24399,103626029,2.5,0,0.0
06079,0,10,70,0,1995,78111,1798945160,0,0,443,23031,81111691,4.7,0,0.0
06081,0,10,70,0,1995,300725,11179878272,0,0,715,37176,696846048,6.6,0,0.0
06083,0,10,70,0,1995,156901,4058571493,0,0,497,25867,91427178,2.3,0,0.0
06085,0,10,70,0,1995,834956,35812610760,0,0,825,42892,4091316284,12.9,0,0.0
06087,0,10,70,0,1995,95160,2383942771,0,0,482,25052,113171498,5.0,0,0.0
06089,0,10,70,0,1995,54519,1286762108,0,0,454,23602,22632164,1.8,0,0.0
06091,0,10,70,0,1995,1120,28409256,0,0,488,25358,2436164,9.4,0,0.0
06093,0,10,70,0,1995,14329,269859320,0,0,362,18834,8371207,3.2,0,0.0
06095,0,10,70,0,1995,101726,2622909647,0,0,496,25784,-178179584,-6.4,0,0.0
06097,0,10,70,0,1995,153880,4033491484,0,0,504,26212,254512680,6.7,0,0.0
06099,0,10,70,0,1995,134767,3149901754,0,0,449,23373,53413059,1.7,0,0.0
06101,0,10,70,0,1995,21791,447843495,0,0,395,20552,14210027,3.3,0,0.0
06103,0,10,70,0,1995,13796,289317645,0,0,403,20971,16218612,5.9,0,0.0
06105,0,10,70,0,1995,3167,64984456,0,0,395,20518,-955231,-1.4,0,0.0
06107,0,10,70,0,1995,119285,2310531667,0,0,372,19370,69728946,3.1,0,0.0
06109,0,10,70,0,1995,14404,315052326,0,0,421,21873,3146486,1.0,0,0.0
06111,0,10,70,0,1995,251919,6871284387,0,0,525,27276,153701513,2.3,0,0.0
06113,0,10,70,0,1995,75565,2162428969,0,0,550,28617,140385504,6.9,0,0.0
06115,0,10,70,0,1995,16330,505638968,0,0,595,30965,161312350,46.8,0,0.0
06001,0,10,70,0,1996,620381,21406425194,0,0,664,34505,1312889651,6.5,0,0.0
06003,0,10,70,0,1996,1075,13592283,0,0,243,12650,925328,7.3,0,0.0
06005,0,10,70,0,1996,9619,224583806,0,0,449,23348,-8863906,-3.8,0,0.0
06007,0,10,70,0,1996,65339,1374178485,0,0,404,21031,75007431,5.8,0,0.0
06009,0,10,70,0,1996,7201,144970316,0,0,387,20131,9592337,7.1,0,0.0
06011,0,10,70,0,1996,7530,154917611,0,0,396,20573,14710765,10.5,0,0.0
06013,0,10,70,0,1996,296299,10174232076,0,0,660,34338,529276911,5.5,0,0.0
06015,0,10,70,0,1996,7618,157168762,0,0,397,20631,-4816758,-3.0,0,0.0
06017,0,10,70,0,1996,35007,780379880,0,0,429,22292,44453412,6.0,0,0.0
06019,0,10,70,0,1996,307731,6757225014,0,0,422,21958,268159061,4.1,0,0.0
06021,0,10,70,0,1996,7793,162310151,0,0,401,20827,5209271,3.3,0,0.0
06023,0,10,70,0,1996,47867,1033435677,0,0,415,21590,39426962,4.0,0,0.0
06025,0,10,70,0,1996,48236,985552377,0,0,393,20432,23351266,2.4,0,0.0
06027,0,10,70,0,1996,7131,161786443,0,0,436,22687,4825974,3.1,0,0.0
06029,0,10,70,0,1996,224967,5469662688,0,0,468,24313,119691502,2.2,0,0.0
06031,0,10,70,0,1996,35897,780976429,0,0,418,21756,32373287,4.3,0,0.0
06033,0,10,70,0,1996,13013,255209793,0,0,377,19612,5393233,2.2,0,0.0
06035,0,10,70,0,1996,10094,243848193,0,0,465,24157,3613301,1.5,0,0.0
06037,0,10,70,0,1996,3818642,127923836575,0,0,644,33500,5862261962,4.8,0,0.0
06039,0,10,70,0,1996,34518,677659328,0,0,378,19632,39751383,6.2,0,0.0
06041,0,10,70,0,1996,101916,3400748043,0,0,642,33368,222489758,7.0,0,0.0
06043,0,10,70,0,1996,5258,102230473,0,0,374,19442,3354395,3.4,0,0.0
06045,0,10,70,0,1996,31684,642803907,0,0,390,20288,48738494,8.2,0,0.0
06047,0,10,70,0,1996,59650,1249010370,0,0,403,20939,57992313,4.9,0,0.0
06049,0,10,70,0,1996,2807,53980319,0,0,370,19231,1708654,3.3,0,0.0
06051,0,10,70,0,1996,5315,103367364,0,0,374,19447,66868,0.1,0,0.0
06053,0,10,70,0,1996,147188,3645740349,0,0,476,24769,238756108,7.0,0,0.0
06055,0,10,70,0,1996,49569,1293301157,0,0,502,26091,98009512,8.2,0,0.0
06057,0,10,70,0,1996,22859,519657044,0,0,437,22733,2780733,0.5,0,0.0
06059,0,10,70,0,1996,1184304,38102365325,0,0,619,32173,2176974682,6.1,0,0.0
06061,0,10,70,0,1996,81369,2109069483,0,0,498,25920,212368405,11.2,0,0.0
06063,0,10,70,0,1996,6388,144759016,0,0,436,22661,10429367,7.8,0,0.0
06065,0,10,70,0,1996,370298,9018176200,0,0,468,24354,452731986,5.3,0,0.0
06067,0,10,70,0,1996,505898,15511744396,0,0,590,30662,335529268,2.2,0,0.0
06069,0,10,70,0,1996,14267,310185279,0,0,418,21742,53284159,20.7,0,0.0
06071,0,10,70,0,1996,446368,11581672577,0,0,499,25946,478481779,4.3,0,0.0
06073,0,10,70,0,1996,1015164,29291289340,0,0,555,28854,2005383986,7.3,0,0.0
06075,0,10,70,0,1996,542721,22541878091,0,0,799,41535,1542757583,7.3,0,0.0
06077,0,10,70,0,1996,177545,4418788819,0,0,479,24888,166691023,3.9,0,0.0
06079,0,10,70,0,1996,80999,1939436138,0,0,460,23944,140490978,7.8,0,0.0
06081,0,10,70,0,1996,316412,12524926264,0,0,761,39584,1345047992,12.0,0,0.0
06083,0,10,70,0,1996,161995,4234080775,0,0,503,26137,175509282,4.3,0,0.0
06085,0,10,70,0,1996,886560,39798791265,0,0,863,44891,3986180505,11.1,0,0.0
06087,0,10,70,0,1996,97180,2534222277,0,0,501,26078,150279506,6.3,0,0.0
06089,0,10,70,0,1996,55678,1331277502,0,0,460,23910,44515394,3.5,0,0.0
06091,0,10,70,0,1996,1167,29685122,0,0,489,25448,1275866,4.5,0,0.0
06093,0,10,70,0,1996,14840,284789404,0,0,369,19191,14930084,5.5,0,0.0
06095,0,10,70,0,1996,101488,2613248064,0,0,495,25749,-9661583,-0.4,0,0.0
06097,0,10,70,0,1996,163065,4390337155,0,0,518,26924,356845671,8.8,0,0.0
06099,0,10,70,0,1996,140729,3342565676,0,0,457,23752,192663922,6.1,0,0.0
06101,0,10,70,0,1996,22562,465603873,0,0,397,20636,17760378,4.0,0,0.0
06103,0,10,70,0,1996,14255,304746089,0,0,411,21378,15428444,5.3,0,0.0
06105,0,10,70,0,1996,3251,66599542,0,0,394,20488,1615086,2.5,0,0.0
06107,0,10,70,0,1996,121580,2403102328,0,0,380,19766,92570661,4.0,0,0.0
06109,0,10,70,0,1996,13908,310035291,0,0,429,22292,-5017035,-1.6,0,0.0
06111,0,10,70,0,1996,261051,7414941518,0,0,546,28404,543657131,7.9,0,0.0
06113,0,10,70,0,1996,76038,2214953755,0,0,560,29130,52524786,2.4,0,0.0
06115,0,10,70,0,1996,16841,377743599,0,0,431,22430,-127895369,-25.3,0,0.0
06001,0,10,70,0,1997,631383,23389507775,0,0,712,37045,1983082581,9.3,0,0.0
06003,0,10,70,0,1997,1119,14732253,0,0,253,13165,1139970,8.4,0,0.0
06005,0,10,70,0,1997,10048,240891533,0,0,461,23973,16307727,7.3,0,0.0
06007,0,10,70,0,1997,67566,1498067315,0,0,426,22172,123888830,9.0,0,0.0
06009,0,10,70,0,1997,7169,149189716,0,0,400,20811,4219400,2.9,0,0.0
06011,0,10,70,0,1997,7755,152813937,0,0,379,19704,-2103674,-1.4,0,0.0
06013,0,10,70,0,1997,306701,11100012308,0,0,696,36192,925780232,9.1,0,0.0
06015,0,10,70,0,1997,7711,163840192,0,0,409,21249,6671430,4.2,0,0.0
06017,0,10,70,0,1997,35548,847578653,0,0,459,23843,67198773,8.6,0,0.0
06019,0,10,70,0,1997,305436,6994520909,0,0,440,22900,237295895,3.5,0,0.0
06021,0,10,70,0,1997,8081,183155803,0,0,436,22666,20845652,12.8,0,0.0
06023,0,10,70,0,1997,48363,1089322399,0,0,433,22524,55886722,5.4,0,0.0
06025,0,10,70,0,1997,50173,1019737857,0,0,391,20325,34185480,3.5,0,0.0
06027,0,10,70,0,1997,7229,167858684,0,0,447,23221,6072241,3.8,0,0.0
06029,0,10,70,0,1997,226967,5783173088,0,0,490,25480,313510400,5.7,0,0.0
06031,0,10,70,0,1997,36493,804864335,0,0,424,22055,23887906,3.1,0,0.0
06033,0,10,70,0,1997,13290,264800821,0,0,383,19924,9591028,3.8,0,0.0
06035,0,10,70,0,1997,9593,249257078,0,0,500,25983,5408885,2.2,0,0.0
06037,0,10,70,0,1997,3887849,135552296167,0,0,670,34866,7628459592,6.0,0,0.0
06039,0,10,70,0,1997,36141,735163083,0,0,391,20341,57503755,8.5,0,0.0
06041,0,10,70,0,1997,103781,3656034972,0,0,677,35228,255286929,7.5,0,0.0
06043,0,10,70,0,1997,4853,103296955,0,0,409,21285,1066482,1.0,0,0.0
06045,0,10,70,0,1997,32226,673678207,0,0,402,20905,30874300,4.8,0,0.0
06047,0,10,70,0,1997,62191,1346872032,0,0,416,21657,97861662,7.8,0,0.0
06049,0,10,70,0,1997,2684,52071406,0,0,373,19401,-1908913,-3.5,0,0.0
06051,0,10,70,0,1997,5384,108596066,0,0,388,20170,5228702,5.1,0,0.0
06053,0,10,70,0,1997,150158,3914644170,0,0,501,26070,268903821,7.4,0,0.0
06055,0,10,70,0,1997,52782,1434539238,0,0,523,27179,141238081,10.9,0,0.0
06057,0,10,70,0,1997,23571,576997719,0,0,471,24479,57340675,11.0,0,0.0
06059,0,10,70,0,1997,1232394,41801511930,0,0,652,33919,3699146605,9.7,0,0.0
06061,0,10,70,0,1997,87492,2386207036,0,0,524,27273,277137553,13.1,0,0.0
06063,0,10,70,0,1997,6566,152777281,0,0,447,23268,8018265,5.5,0,0.0
06065,0,10,70,0,1997,389957,9912007494,0,0,489,25418,893831294,9.9,0,0.0
06067,0,10,70,0,1997,516783,16638236075,0,0,619,32196,1126491679,7.3,0,0.0
06069,0,10,70,0,1997,13880,320793254,0,0,444,23111,10607975,3.4,0,0.0
06071,0,10,70,0,1997,458579,12371403718,0,0,519,26978,789731141,6.8,0,0.0
06073,0,10,70,0,1997,1056663,32201564644,0,0,586,30475,2910275304,9.9,0,0.0
06075,0,10,70,0,1997,554574,24764336104,0,0,859,44655,2222458013,9.9,0,0.0
06077,0,10,70,0,1997,182557,4806269882,0,0,506,26328,387481063,8.8,0,0.0
06079,0,10,70,0,1997,86440,2138848153,0,0,476,24744,199412015,10.3,0,0.0
06081,0,10,70,0,1997,330092,14243861800,0,0,830,43151,1718935536,13.7,0,0.0
06083,0,10,70,0,1997,164603,4567987818,0,0,534,27751,333907043,7.9,0,0.0
06085,0,10,70,0,1997,928587,45291120884,0,0,938,48774,5492329619,13.8,0,0.0
06087,0,10,70,0,1997,99011,2694550179,0,0,523,27215,160327902,6.3,0,0.0
06089,0,10,70,0,1997,56351,1389407447,0,0,474,24656,58129945,4.4,0,0.0
06091,0,10,70,0,1997,1105,28060973,0,0,488,25387,-1624149,-5.5,0,0.0
06093,0,10,70,0,1997,14526,288349737,0,0,382,19851,3560333,1.3,0,0.0
06095,0,10,70,0,1997,103369,2802712541,0,0,521,27114,189464477,7.3,0,0.0
06097,0,10,70,0,1997,171128,4921443413,0,0,553,28759,531106258,12.1,0,0.0
06099,0,10,70,0,1997,147194,3671306835,0,0,480,24942,328741159,9.8,0,0.0
06101,0,10,70,0,1997,23151,498276999,0,0,414,21523,32673126,7.0,0,0.0
06103,0,10,70,0,1997,14413,320523207,0,0,428,22239,15777118,5.2,0,0.0
06105,0,10,70,0,1997,3109,61740078,0,0,382,19861,-4859464,-7.3,0,0.0
06107,0,10,70,0,1997,122993,2555257362,0,0,400,20776,152155034,6.3,0,0.0
06109,0,10,70,0,1997,14195,319602626,0,0,433,22516,9567335,3.1,0,0.0
06111,0,10,70,0,1997,257466,7843868599,0,0,586,30466,428927081,5.8,0,0.0
06113,0,10,70,0,1997,76190,2405591785,0,0,607,31574,190638030,8.6,0,0.0
06115,0,10,70,0,1997,16756,398057281,0,0,457,23757,20313682,5.4,0,0.0
06001,0,10,70,0,1998,651492,25284040838,0,0,746,38809,1894533063,8.1,0,0.0
06003,0,10,70,0,1998,1148,15832011,0,0,265,13797,1099758,7.5,0,0.0
06005,0,10,70,0,1998,9865,229466621,0,0,447,23261,-11424912,-4.7,0,0.0
06007,0,10,70,0,1998,67666,1576347518,0,0,448,23296,78280203,5.2,0,0.0
06009,0,10,70,0,1998,7345,157888019,0,0,413,21495,8698303,5.8,0,0.0
06011,0,10,70,0,1998,7471,159297184,0,0,410,21321,6483247,4.2,0,0.0
06013,0,10,70,0,1998,320009,12224192395,0,0,735,38199,1124180087,10.1,0,0.0
06015,0,10,70,0,1998,7689,171586209,0,0,429,22315,7746017,4.7,0,0.0
06017,0,10,70,0,1998,38417,1010117333,0,0,506,26294,162538680,19.2,0,0.0
06019,0,10,70,0,1998,311093,7477216026,0,0,462,24035,482695117,6.9,0,0.0
06021,0,10,70,0,1998,7587,182643804,0,0,463,24075,-511999,-0.3,0,0.0
06023,0,10,70,0,1998,49331,1160794897,0,0,453,23531,71472498,6.6,0,0.0
06025,0,10,70,0,1998,50738,1109973121,0,0,421,21876,90235264,8.8,0,0.0
06027,0,10,70,0,1998,7144,173184506,0,0,466,24241,5325822,3.2,0,0.0
06029,0,10,70,0,1998,232188,6120343085,0,0,507,26359,337169997,5.8,0,0.0
06031,0,10,70,0,1998,34202,805022661,0,0,453,23537,158326,0.0,0,0.0
06033,0,10,70,0,1998,13802,282783052,0,0,394,20489,17982231,6.8,0,0.0
06035,0,10,70,0,1998,9565,249048357,0,0,501,26039,-208721,-0.1,0,0.0
06037,0,10,70,0,1998,3959659,145218053114,0,0,705,36674,9665756947,7.1,0,0.0
06039,0,10,70,0,1998,37315,827071784,0,0,426,22165,91908701,12.5,0,0.0
06041,0,10,70,0,1998,106639,4020632612,0,0,725,37703,364597640,10.0,0,0.0
06043,0,10,70,0,1998,4960,109258867,0,0,424,22029,5961912,5.8,0,0.0
06045,0,10,70,0,1998,32653,721054899,0,0,425,22082,47376692,7.0,0,0.0
06047,0,10,70,0,1998,63672,1425116676,0,0,430,22382,78244644,5.8,0,0.0
06049,0,10,70,0,1998,2932,57934906,0,0,380,19763,5863500,11.3,0,0.0
06051,0,10,70,0,1998,5640,120825649,0,0,412,21424,12229583,11.3,0,0.0
06053,0,10,70,0,1998,153889,4204930282,0,0,525,27324,290286112,7.4,0,0.0
06055,0,10,70,0,1998,55907,1599251980,0,0,550,28606,164712742,11.5,0,0.0
06057,0,10,70,0,1998,25251,628595291,0,0,479,24894,51597572,8.9,0,0.0
06059,0,10,70,0,1998,1296882,46356700442,0,0,687,35745,4555188512,10.9,0,0.0
06061,0,10,70,0,1998,91606,2689731953,0,0,565,29362,303524917,12.7,0,0.0
06063,0,10,70,0,1998,6820,158681016,0,0,447,23267,5903735,3.9,0,0.0
06065,0,10,70,0,1998,415571,11128401182,0,0,515,26779,1216393688,12.3,0,0.0
06067,0,10,70,0,1998,534951,18196318850,0,0,654,34015,1558082775,9.4,0,0.0
06069,0,10,70,0,1998,13972,348933910,0,0,480,24975,28140656,8.8,0,0.0
06071,0,10,70,0,1998,476097,13352132237,0,0,539,28045,980728519,7.9,0,0.0
06073,0,10,70,0,1998,1113526,35892419408,0,0,620,32233,3690854764,11.5,0,0.0
06075,0,10,70,0,1998,575340,27409734589,0,0,916,47641,2645398485,10.7,0,0.0
06077,0,10,70,0,1998,186534,5039904886,0,0,520,27019,233635004,4.9,0,0.0
06079,0,10,70,0,1998,89365,2298859367,0,0,495,25724,160011214,7.5,0,0.0
06081,0,10,70,0,1998,345983,15712159911,0,0,873,45413,1468298111,10.3,0,0.0
06083,0,10,70,0,1998,166467,4877960448,0,0,564,29303,309972630,6.8,0,0.0
06085,0,10,70,0,1998,961613,49569683766,0,0,991,51548,4278562882,9.4,0,0.0
06087,0,10,70,0,1998,100581,2900524279,0,0,555,28838,205974100,7.6,0,0.0
06089,0,10,70,0,1998,57184,1454459712,0,0,489,25435,65052265,4.7,0,0.0
06091,0,10,70,0,1998,1135,29704275,0,0,503,26179,1643302,5.9,0,0.0
06093,0,10,70,0,1998,14630,298450269,0,0,392,20399,10100532,3.5,0,0.0
06095,0,10,70,0,1998,107646,3029529671,0,0,541,28143,226817130,8.1,0,0.0
06097,0,10,70,0,1998,178799,5489861817,0,0,590,30704,568418404,11.5,0,0.0
06099,0,10,70,0,1998,152707,3976502835,0,0,501,26040,305196000,8.3,0,0.0
06101,0,10,70,0,1998,23300,529544733,0,0,437,22727,31267734,6.3,0,0.0
06103,0,10,70,0,1998,14505,335714624,0,0,445,23145,15191417,4.7,0,0.0
06105,0,10,70,0,1998,3181,63910955,0,0,386,20090,2170877,3.5,0,0.0
06107,0,10,70,0,1998,126082,2748899599,0,0,419,21803,193642237,7.6,0,0.0
06109,0,10,70,0,1998,14483,340610456,0,0,452,23517,21007830,6.6,0,0.0
06111,0,10,70,0,1998,265185,9271518684,0,0,672,34963,1427650085,18.2,0,0.0
06113,0,10,70,0,1998,79162,2530802883,0,0,615,31970,125211098,5.2,0,0.0
06115,0,10,70,0,1998,16288,422289083,0,0,499,25926,24231802,6.1,0,0.0
06001,0,10,70,0,1999,672416,27635114756,0,0,790,41098,2351073918,9.3,0,0.0
06003,0,10,70,0,1999,1149,16749949,0,0,280,14574,917938,5.8,0,0.0
06005,0,10,70,0,1999,9942,242323742,0,0,469,24374,12857121,5.6,0,0.0
06007,0,10,70,0,1999,70261,1693951721,0,0,464,24109,117604203,7.5,0,0.0
06009,0,10,70,0,1999,7881,171698836,0,0,419,21787,13810817,8.7,0,0.0
06011,0,10,70,0,1999,7954,176678205,0,0,427,22212,17381021,10.9,0,0.0
06013,0,10,70,0,1999,329072,13476969374,0,0,788,40954,1252776979,10.2,0,0.0
06015,0,10,70,0,1999,7855,180892908,0,0,443,23028,9306699,5.4,0,0.0
06017,0,10,70,0,1999,40880,1121985023,0,0,528,27446,111867690,11.1,0,0.0
06019,0,10,70,0,1999,317179,7904800482,0,0,479,24922,427584456,5.7,0,0.0
06021,0,10,70,0,1999,8159,192712050,0,0,454,23621,10068246,5.5,0,0.0
06023,0,10,70,0,1999,49046,1178217158,0,0,462,24023,17422261,1.5,0,0.0
06025,0,10,70,0,1999,52147,1168322952,0,0,431,22404,58349831,5.3,0,0.0
06027,0,10,70,0,1999,7419,181140259,0,0,470,24417,7955753,4.6,0,0.0
06029,0,10,70,0,1999,231343,6190121217,0,0,515,26757,69778132,1.1,0,0.0
06031,0,10,70,0,1999,34385,846989288,0,0,474,24632,41966627,5.2,0,0.0
06033,0,10,70,0,1999,14700,312732489,0,0,409,21275,29949437,10.6,0,0.0
06035,0,10,70,0,1999,9556,257765757,0,0,519,26974,8717400,3.5,0,0.0
06037,0,10,70,0,1999,4049182,152829323209,0,0,726,37743,7611270095,5.2,0,0.0
06039,0,10,70,0,1999,38439,890718085,0,0,446,23172,63646301,7.7,0,0.0
06041,0,10,70,0,1999,110557,4340130580,0,0,755,39257,319497968,7.9,0,0.0
06043,0,10,70,0,1999,4850,114279806,0,0,453,23565,5020939,4.6,0,0.0
06045,0,10,70,0,1999,33127,761853574,0,0,442,22998,40798675,5.7,0,0.0
06047,0,10,70,0,1999,64485,1513074323,0,0,451,23464,87957647,6.2,0,0.0
06049,0,10,70,0,1999,3016,61482828,0,0,392,20389,3547922,6.1,0,0.0
06051,0,10,70,0,1999,5866,127991470,0,0,420,21820,7165821,5.9,0,0.0
06053,0,10,70,0,1999,161034,4588225207,0,0,548,28492,383294925,9.1,0,0.0
06055,0,10,70,0,1999,58881,1802681757,0,0,589,30616,203429777,12.7,0,0.0
06057,0,10,70,0,1999,26366,693792584,0,0,506,26314,65197293,10.4,0,0.0
06059,0,10,70,0,1999,1344673,50504594303,0,0,722,37559,4147893861,8.9,0,0.0
06061,0,10,70,0,1999,98366,3130246418,0,0,612,31822,440514465,16.4,0,0.0
06063,0,10,70,0,1999,6810,170520199,0,0,482,25041,11839183,7.5,0,0.0
06065,0,10,70,0,1999,444523,12372143850,0,0,535,27832,1243742668,11.2,0,0.0
06067,0,10,70,0,1999,559133,19666093500,0,0,676,35172,1469774650,8.1,0,0.0
06069,0,10,70,0,1999,14571,388344961,0,0,513,26652,39411051,11.3,0,0.0
06071,0,10,70,0,1999,509172,14696400316,0,0,555,28863,1344268079,10.1,0,0.0
06073,0,10,70,0,1999,1156489,40139104281,0,0,667,34708,4246684873,11.8,0,0.0
06075,0,10,70,0,1999,591192,30493536320,0,0,992,51580,3083801731,11.3,0,0.0
06077,0,10,70,0,1999,194764,5441771308,0,0,537,27940,401866422,8.0,0,0.0
06079,0,10,70,0,1999,92062,2471933140,0,0,516,26851,173073773,7.5,0,0.0
06081,0,10,70,0,1999,358442,18490249682,0,0,992,51585,2778089771,17.7,0,0.0
06083,0,10,70,0,1999,171491,5177313332,0,0,581,30190,299352884,6.1,0,0.0
06085,0,10,70,0,1999,974007,59546661921,0,0,1176,61136,9976978155,20.1,0,0.0
06087,0,10,70,0,1999,99921,3108581069,0,0,598,31110,208056790,7.2,0,0.0
06089,0,10,70,0,1999,59112,1533728255,0,0,499,25946,79268543,5.5,0,0.0
06091,0,10,70,0,1999,1164,31704544,0,0,524,27240,2000269,6.7,0,0.0
06093,0,10,70,0,1999,14551,307347385,0,0,406,21122,8897116,3.0,0,0.0
06095,0,10,70,0,1999,112234,3282086941,0,0,562,29243,252557270,8.3,0,0.0
06097,0,10,70,0,1999,184595,5933581168,0,0,618,32144,443719351,8.1,0,0.0
06099,0,10,70,0,1999,158642,4274722882,0,0,518,26946,298220047,7.5,0,0.0
06101,0,10,70,0,1999,24416,583287404,0,0,459,23890,53742671,10.1,0,0.0
06103,0,10,70,0,1999,16202,392557203,0,0,466,24229,56842579,16.9,0,0.0
06105,0,10,70,0,1999,3173,67513089,0,0,409,21276,3602134,5.6,0,0.0
06107,0,10,70,0,1999,127384,2899797822,0,0,438,22764,150898223,5.5,0,0.0
06109,0,10,70,0,1999,14883,370746918,0,0,479,24910,30136462,8.8,0,0.0
06111,0,10,70,0,1999,276143,9369835297,0,0,653,33931,98316613,1.1,0,0.0
06113,0,10,70,0,1999,82886,2681292880,0,0,622,32349,150489997,5.9,0,0.0
06115,0,10,70,0,1999,16447,441717034,0,0,516,26858,19427951,4.6,0,0.0
06001,0,10,70,0,2000,697215,31482635635,0,0,868,45155,3847520879,13.9,0,0.0
06003,0,10,70,0,2000,1141,18061598,0,0,305,15837,1311649,7.8,0,0.0
06005,0,10,70,0,2000,10858,278755830,0,0,494,25673,36432088,15.0,0,0.0
06007,0,10,70,0,2000,71867,1803117620,0,0,482,25090,109165899,6.4,0,0.0
06009,0,10,70,0,2000,8182,194349020,0,0,457,23753,22650184,13.2,0,0.0
06011,0,10,70,0,2000,7882,183790365,0,0,448,23319,7112160,4.0,0,0.0
06013,0,10,70,0,2000,337924,14501564654,0,0,825,42914,1024595280,7.6,0,0.0
06015,0,10,70,0,2000,7653,190448922,0,0,479,24887,9556014,5.3,0,0.0
06017,0,10,70,0,2000,43240,1277910719,0,0,568,29554,155925696,13.9,0,0.0
06019,0,10,70,0,2000,324397,8489311482,0,0,503,26169,584511000,7.4,0,0.0
06021,0,10,70,0,2000,7714,187133027,0,0,466,24258,-5579023,-2.9,0,0.0
06023,0,10,70,0,2000,49126,1240937346,0,0,486,25260,62720188,5.3,0,0.0
06025,0,10,70,0,2000,50223,1221093810,0,0,468,24314,52770858,4.5,0,0.0
06027,0,10,70,0,2000,7572,189751753,0,0,482,25059,8611494,4.8,0,0.0
06029,0,10,70,0,2000,239696,6809661719,0,0,546,28410,619540502,10.0,0,0.0
06031,0,10,70,0,2000,36464,927475999,0,0,489,25436,80486711,9.5,0,0.0
06033,0,10,70,0,2000,14594,327820035,0,0,432,22462,15087546,4.8,0,0.0
06035,0,10,70,0,2000,9551,272284245,0,0,548,28508,14518488,5.6,0,0.0
06037,0,10,70,0,2000,4110915,163119338028,0,0,763,39680,10290014819,6.7,0,0.0
06039,0,10,70,0,2000,39016,934850602,0,0,461,23961,44132517,5.0,0,0.0
06041,0,10,70,0,2000,112454,4820523958,0,0,824,42867,480393378,11.1,0,0.0
06043,0,10,70,0,2000,4815,118911732,0,0,475,24694,4631926,4.1,0,0.0
06045,0,10,70,0,2000,33462,813248620,0,0,467,24304,51395046,6.7,0,0.0
06047,0,10,70,0,2000,64611,1602106346,0,0,477,24796,89032023,5.9,0,0.0
06049,0,10,70,0,2000,3018,64438714,0,0,411,21350,2955886,4.8,0,0.0
06051,0,10,70,0,2000,6219,141991340,0,0,439,22830,13999870,10.9,0,0.0
06053,0,10,70,0,2000,163873,4930304322,0,0,579,30086,342079115,7.5,0,0.0
06055,0,10,70,0,2000,60552,2004521696,0,0,637,33104,201839939,11.2,0,0.0
06057,0,10,70,0,2000,27545,787391657,0,0,550,28586,93599073,13.5,0,0.0
