area_fips,own_code,industry_code,agglvl_code,size_code,year,annual_avg_emplvl,total_annual_wages,taxable_annual_wages,annual_contributions,annual_avg_wkly_wage,avg_annual_pay,oty_total_annual_wages_chg,oty_total_annual_wages_pct_chg,oty_taxable_annual_wages_chg,oty_taxable_annual_wages_pct_chg,state_fips
20195,0,10,70,0,1990,1046,13387554,0,0,246,12800,765672,6.1,-8033025,-100.0,20
20197,0,10,70,0,1990,1083,13953984,0,0,248,12885,6379,0.0,-9143904,-100.0,20
20199,0,10,70,0,1990,476,6151852,0,0,248,12913,190654,3.2,-3874335,-100.0,20
20201,0,10,70,0,1990,2056,23788284,0,0,223,11571,34535,0.1,-14495186,-100.0,20
20203,0,10,70,0,1990,811,12740285,0,0,302,15709,652567,5.4,-7078095,-100.0,20
20205,0,10,70,0,1990,3087,51170939,0,0,319,16575,2789704,5.8,-26455496,-100.0,20
20207,0,10,70,0,1990,819,11169845,0,0,262,13644,-110274,-1.0,-6438959,-100.0,20
20209,0,10,70,0,1990,77284,1850127812,0,0,460,23939,69567108,3.9,-681942934,-100.0,20
21001,0,10,70,0,1990,3507,51457319,0,0,282,14675,4598285,9.8,-18041622,-100.0,21
21003,0,10,70,0,1990,3446,56143785,0,0,313,16295,-241831,-0.4,-23660030,-100.0,21
21005,0,10,70,0,1990,2899,54155680,0,0,359,18679,500428,0.9,-18972895,-100.0,21
21007,0,10,70,0,1990,2303,57196779,0,0,478,24831,3962156,7.4,-16563885,-100.0,21
21009,0,10,70,0,1990,13647,249876035,0,0,352,18310,11727698,4.9,-87781780,-100.0,21
21011,0,10,70,0,1990,1425,19843539,0,0,268,13928,1475498,8.0,-6910866,-100.0,21
21013,0,10,70,0,1990,9446,167444133,0,0,341,17727,7621227,4.8,-54436799,-100.0,21
21015,0,10,70,0,1990,38360,782471922,0,0,392,20398,94104212,13.7,-244665988,-100.0,21
21017,0,10,70,0,1990,5385,89208967,0,0,319,16566,2485608,2.9,-35945833,-100.0,21
21019,0,10,70,0,1990,26976,637607047,0,0,455,23636,43865798,7.4,-184690654,-100.0,21
21021,0,10,70,0,1990,12120,225730375,0,0,358,18624,19058472,9.2,-73204086,-100.0,21
21023,0,10,70,0,1990,1183,20282217,0,0,330,17146,1925229,10.5,-6050080,-100.0,21
21025,0,10,70,0,1990,3750,76644070,0,0,393,20438,7754823,11.3,-20405914,-100.0,21
21027,0,10,70,0,1990,2423,33326117,0,0,264,13754,2129922,6.8,-11037424,-100.0,21
21029,0,10,70,0,1990,7138,116921635,0,0,315,16380,7964680,7.3,-40806610,-100.0,21
21031,0,10,70,0,1990,3680,51992904,0,0,272,14130,97327,0.2,-27986875,-100.0,21
21033,0,10,70,0,1990,3514,51167745,0,0,280,14562,3511334,7.4,-19136105,-100.0,21
21035,0,10,70,0,1990,11134,185207928,0,0,320,16634,13044731,7.6,-57070343,-100.0,21
21037,0,10,70,0,1990,21200,405592894,0,0,368,19131,34217638,9.2,-111721232,-100.0,21
21039,0,10,70,0,1990,679,9454448,0,0,268,13922,889354,10.4,-3305932,-100.0,21
21041,0,10,70,0,1990,4328,90611120,0,0,403,20935,5129805,6.0,-28965179,-100.0,21
21043,0,10,70,0,1990,4415,62122960,0,0,271,14070,7010468,12.7,-22676485,-100.0,21
21045,0,10,70,0,1990,2856,36928899,0,0,249,12932,3691934,11.1,-15133371,-100.0,21
21047,0,10,70,0,1990,23380,400234061,0,0,329,17119,34160147,9.3,-112372405,-100.0,21
21049,0,10,70,0,1990,9973,188265091,0,0,363,18877,6353075,3.5,-66153914,-100.0,21
21051,0,10,70,0,1990,3822,59061423,0,0,297,15454,-18776423,-24.1,-24697846,-100.0,21
21053,0,10,70,0,1990,2128,25254575,0,0,228,11866,2340274,10.2,-11844532,-100.0,21
21055,0,10,70,0,1990,1936,28242833,0,0,281,14591,254959,0.9,-10887253,-100.0,21
21057,0,10,70,0,1990,1748,21241333,0,0,234,12152,1259695,6.3,-10209844,-100.0,21
21059,0,10,70,0,1990,34228,653374720,0,0,367,19089,48258828,8.0,-208280501,-100.0,21
21061,0,10,70,0,1990,1382,19760823,0,0,275,14295,2246108,12.8,-5512885,-100.0,21
21063,0,10,70,0,1990,468,6730803,0,0,277,14392,327319,5.1,-1315596,-100.0,21
21065,0,10,70,0,1990,2146,30714145,0,0,275,14309,-279745,-0.9,-12067639,-100.0,21
21067,0,10,70,0,1990,141054,3134173703,0,0,427,22220,330076244,11.8,-819163089,-100.0,21
21069,0,10,70,0,1990,2987,43201361,0,0,278,14462,3481763,8.8,-15551540,-100.0,21
21071,0,10,70,0,1990,11397,216509652,0,0,365,18997,15540438,7.7,-69683644,-100.0,21
21073,0,10,70,0,1990,28162,572411874,0,0,391,20326,44327264,8.4,-102322080,-100.0,21
21075,0,10,70,0,1990,2916,41132207,0,0,271,14107,4626813,12.7,-16382510,-100.0,21
21077,0,10,70,0,1990,833,11723028,0,0,271,14080,1251546,12.0,-4504238,-100.0,21
21079,0,10,70,0,1990,2117,28729165,0,0,261,13569,1588505,5.9,-10744494,-100.0,21
21081,0,10,70,0,1990,3464,51719382,0,0,287,14931,5179585,11.1,-19315285,-100.0,21
21083,0,10,70,0,1990,10336,200867454,0,0,374,19434,-2127383,-1.0,-67200806,-100.0,21
21085,0,10,70,0,1990,5495,78210842,0,0,274,14234,5006789,6.8,-33370076,-100.0,21
21087,0,10,70,0,1990,2208,30710990,0,0,267,13909,1956699,6.8,-12994188,-100.0,21
21089,0,10,70,0,1990,8528,215389509,0,0,486,25258,17998914,9.1,-49751116,-100.0,21
21091,0,10,70,0,1990,3976,134142069,0,0,649,33742,8924537,7.1,-31553476,-100.0,21
21093,0,10,70,0,1990,31885,565921599,0,0,341,17749,46503806,9.0,-148346842,-100.0,21
21095,0,10,70,0,1990,9972,216921104,0,0,418,21753,16013095,8.0,-64666165,-100.0,21
21097,0,10,70,0,1990,4957,89153382,0,0,346,17985,3775836,4.4,-32473960,-100.0,21
21099,0,10,70,0,1990,2888,39502814,0,0,263,13677,972019,2.5,-16102146,-100.0,21
21101,0,10,70,0,1990,17448,359818805,0,0,397,20622,17914424,5.2,-115215606,-100.0,21
21103,0,10,70,0,1990,2628,43213297,0,0,316,16441,5781998,15.4,-13838896,-100.0,21
21105,0,10,70,0,1990,1268,16591831,0,0,252,13086,1965115,13.4,-6857381,-100.0,21
21107,0,10,70,0,1990,17571,358722694,0,0,393,20416,17632892,5.2,-106042199,-100.0,21
21109,0,10,70,0,1990,1508,21319566,0,0,272,14137,493490,2.4,-7361966,-100.0,21
21111,0,10,70,0,1990,371322,8240217532,0,0,427,22192,472915001,6.1,-2394205415,-100.0,21
21113,0,10,70,0,1990,7504,133355971,0,0,342,17772,13908914,11.6,-46854224,-100.0,21
21115,0,10,70,0,1990,5715,94188881,0,0,317,16481,9340335,11.0,-32635799,-100.0,21
21117,0,10,70,0,1990,46236,849765121,0,0,353,18379,68233961,8.7,-237430979,-100.0,21
21119,0,10,70,0,1990,2909,60706092,0,0,401,20868,4047284,7.1,-19635880,-100.0,21
21121,0,10,70,0,1990,6094,93088112,0,0,294,15276,6355591,7.3,-30938045,-100.0,21
21123,0,10,70,0,1990,2026,27834067,0,0,264,13740,2486606,9.8,-10997224,-100.0,21
21125,0,10,70,0,1990,15238,260677748,0,0,329,17107,10197780,4.1,-103563389,-100.0,21
21127,0,10,70,0,1990,2312,40029728,0,0,333,17316,2865564,7.7,-13533523,-100.0,21
21129,0,10,70,0,1990,1491,20780994,0,0,268,13941,598594,3.0,-8783569,-100.0,21
21131,0,10,70,0,1990,2941,65270479,0,0,427,22195,28895512,79.4,-9006696,-100.0,21
21133,0,10,70,0,1990,6396,128364301,0,0,386,20071,11167348,9.5,-39673799,-100.0,21
21135,0,10,70,0,1990,2396,30458087,0,0,244,12711,3328801,12.3,-12794577,-100.0,21
21137,0,10,70,0,1990,2389,33634991,0,0,271,14077,2593325,8.4,-10821695,-100.0,21
21139,0,10,70,0,1990,1586,26280509,0,0,319,16568,3348304,14.6,-7246379,-100.0,21
21141,0,10,70,0,1990,8064,143687608,0,0,343,17819,8348666,6.2,-54788556,-100.0,21
21143,0,10,70,0,1990,1761,25279932,0,0,276,14357,2102773,9.1,-7211792,-100.0,21
21145,0,10,70,0,1990,31627,612310996,0,0,372,19360,54021289,9.7,-176232033,-100.0,21
21147,0,10,70,0,1990,2076,27746266,0,0,257,13368,2177781,8.5,-9124803,-100.0,21
21149,0,10,70,0,1990,1639,23470043,0,0,275,14320,-167494,-0.7,-10000397,-100.0,21
21151,0,10,70,0,1990,19821,340717496,0,0,331,17190,21685911,6.8,-103215011,-100.0,21
21153,0,10,70,0,1990,1896,30209938,0,0,306,15936,1738383,6.1,-10275214,-100.0,21
21155,0,10,70,0,1990,3731,54890956,0,0,283,14713,4676196,9.3,-21427349,-100.0,21
21157,0,10,70,0,1990,9166,219718242,0,0,461,23971,807856,0.4,-68635604,-100.0,21
21159,0,10,70,0,1990,3124,100074198,0,0,616,32037,2236421,2.3,-22315362,-100.0,21
21161,0,10,70,0,1990,7674,131707037,0,0,330,17164,4402949,3.5,-50245145,-100.0,21
21163,0,10,70,0,1990,2748,53463094,0,0,374,19452,3721445,7.5,-15816516,-100.0,21
21165,0,10,70,0,1990,570,7915327,0,0,267,13887,614782,8.4,-2097650,-100.0,21
21167,0,10,70,0,1990,5506,95292399,0,0,333,17308,6823437,7.7,-32154651,-100.0,21
21169,0,10,70,0,1990,2486,29773937,0,0,230,11979,12533898,72.7,-7620751,-100.0,21
21171,0,10,70,0,1990,3657,46704409,0,0,246,12772,2759258,6.3,-21759452,-100.0,21
21173,0,10,70,0,1990,6389,104500004,0,0,315,16356,6971925,7.1,-40306976,-100.0,21
21175,0,10,70,0,1990,2241,34953996,0,0,300,15595,6594409,23.3,-8708441,-100.0,21
21177,0,10,70,0,1990,8799,190421782,0,0,416,21641,19558690,11.4,-47789561,-100.0,21
21179,0,10,70,0,1990,9415,160724579,0,0,328,17071,20639828,14.7,-56626339,-100.0,21
21181,0,10,70,0,1990,1606,23840530,0,0,285,14841,279755,1.2,-9530193,-100.0,21
21183,0,10,70,0,1990,4860,82208658,0,0,325,16916,8126232,11.0,-28283607,-100.0,21
21185,0,10,70,0,1990,8216,137393039,0,0,322,16722,16371966,13.5,-37976089,-100.0,21
21187,0,10,70,0,1990,1562,25197453,0,0,310,16133,3076982,13.9,-8191289,-100.0,21
21189,0,10,70,0,1990,478,6752396,0,0,272,14134,-164199,-2.4,-1840302,-100.0,21
21191,0,10,70,0,1990,2140,33673739,0,0,303,15733,8557320,34.1,-9619536,-100.0,21
21193,0,10,70,0,1990,10045,216481531,0,0,414,21551,18803808,9.5,-55840027,-100.0,21
21195,0,10,70,0,1990,21120,449716345,0,0,409,21293,40050629,9.8,-133519283,-100.0,21
21197,0,10,70,0,1990,2165,31946797,0,0,284,14755,2371502,8.0,-10315765,-100.0,21
21199,0,10,70,0,1990,18330,288915404,0,0,303,15762,16203421,5.9,-113471216,-100.0,21
21201,0,10,70,0,1990,168,2384202,0,0,273,14206,-38376,-1.6,-375695,-100.0,21
21203,0,10,70,0,1990,3092,40146880,0,0,250,12983,5658232,16.4,-16741000,-100.0,21
21205,0,10,70,0,1990,6945,111033465,0,0,307,15987,9616870,9.5,-27563565,-100.0,21
21207,0,10,70,0,1990,6606,91501572,0,0,266,13852,5834014,6.8,-42805176,-100.0,21
21209,0,10,70,0,1990,10710,258296312,0,0,464,24117,38129033,17.3,-73012510,-100.0,21
21211,0,10,70,0,1990,9106,158757989,0,0,335,17435,22950242,16.9,-55312333,-100.0,21
21213,0,10,70,0,1990,6794,132213739,0,0,374,19460,4722954,3.7,-50436487,-100.0,21
21215,0,10,70,0,1990,825,11626721,0,0,271,14090,2299602,24.7,-2991534,-100.0,21
21217,0,10,70,0,1990,9720,158907029,0,0,314,16349,1950636,1.2,-65201129,-100.0,21
21219,0,10,70,0,1990,2647,36331185,0,0,264,13723,4036493,12.5,-15165195,-100.0,21
21221,0,10,70,0,1990,2637,42142794,0,0,307,15982,1407122,3.5,-13270542,-100.0,21
21223,0,10,70,0,1990,1209,29444837,0,0,468,24351,-7025343,-19.3,-10975071,-100.0,21
21225,0,10,70,0,1990,6451,159327310,0,0,475,24696,14427586,10.0,-46840565,-100.0,21
21227,0,10,70,0,1990,35637,644992321,0,0,348,18099,38146395,6.3,-211861385,-100.0,21
21229,0,10,70,0,1990,2115,29673342,0,0,270,14027,2886728,10.8,-11432078,-100.0,21
21231,0,10,70,0,1990,4339,55762508,0,0,247,12851,2824317,5.3,-25043467,-100.0,21
21233,0,10,70,0,1990,4221,102872163,0,0,469,24371,10962340,11.9,-27243965,-100.0,21
21235,0,10,70,0,1990,9816,166372230,0,0,326,16950,15682900,10.4,-52574095,-100.0,21
21237,0,10,70,0,1990,859,12132184,0,0,272,14129,-161000,-1.3,-4203860,-100.0,21
21239,0,10,70,0,1990,8461,172224438,0,0,391,20356,16317307,10.5,-55742932,-100.0,21
22001,0,10,70,0,1990,12008,182413796,0,0,292,15191,12494304,7.4,-67587937,-100.0,22
22003,0,10,70,0,1990,4462,72830832,0,0,314,16323,6415752,9.7,-21080599,-100.0,22
22005,0,10,70,0,1990,20764,511177713,0,0,473,24618,48974166,10.6,-156443729,-100.0,22
22007,0,10,70,0,1990,4899,90400290,0,0,355,18451,13514965,17.6,-30095815,-100.0,22
22009,0,10,70,0,1990,7895,98180256,0,0,239,12436,11566333,13.4,-36924849,-100.0,22
22011,0,10,70,0,1990,7022,148220481,0,0,406,21108,15529128,11.7,-37994469,-100.0,22
22013,0,10,70,0,1990,3843,63943585,0,0,320,16638,6706033,11.7,-22105993,-100.0,22
22015,0,10,70,0,1990,23455,388762545,0,0,319,16575,42157596,12.2,-121184658,-100.0,22
22017,0,10,70,0,1990,104278,2217599351,0,0,409,21266,91782017,4.3,-677582659,-100.0,22
22019,0,10,70,0,1990,65666,1441303483,0,0,422,21949,174909804,13.8,-426940135,-100.0,22
22021,0,10,70,0,1990,2019,32964380,0,0,314,16329,4158951,14.4,-9263078,-100.0,22
22023,0,10,70,0,1990,3915,93662622,0,0,460,23923,9601529,11.4,-27891600,-100.0,22
22025,0,10,70,0,1990,1913,27306559,0,0,275,14277,1620899,6.3,-9921219,-100.0,22
22027,0,10,70,0,1990,4011,67961507,0,0,326,16944,2727093,4.2,-21018783,-100.0,22
22029,0,10,70,0,1990,4581,68965627,0,0,290,15055,5155246,8.1,-24217893,-100.0,22
22031,0,10,70,0,1990,5048,96235805,0,0,367,19065,-2792275,-2.8,-34310174,-100.0,22
22033,0,10,70,0,1990,191254,4131477355,0,0,415,21602,368773832,9.8,-1187636754,-100.0,22
22035,0,10,70,0,1990,2095,27995441,0,0,257,13366,3335806,13.5,-10839393,-100.0,22
22037,0,10,70,0,1990,4261,76936236,0,0,347,18056,5419199,7.6,-13456882,-100.0,22
22039,0,10,70,0,1990,6769,102794122,0,0,292,15186,19014628,22.7,-28444456,-100.0,22
22041,0,10,70,0,1990,4584,62269479,0,0,261,13584,5865215,10.4,-21864177,-100.0,22
22043,0,10,70,0,1990,2773,40790621,0,0,283,14709,995204,2.5,-15748669,-100.0,22
22045,0,10,70,0,1990,23976,446094961,0,0,358,18606,43039699,10.7,-162855443,-100.0,22
22047,0,10,70,0,1990,12889,384794870,0,0,574,29855,48679218,14.5,-83871805,-100.0,22
22049,0,10,70,0,1990,3709,78887732,0,0,409,21270,3469813,4.6,-23240410,-100.0,22
22051,0,10,70,0,1990,180314,3599328489,0,0,384,19961,216717296,6.4,-1279883266,-100.0,22
22053,0,10,70,0,1990,6989,105605755,0,0,291,15109,5635560,5.6,-40992237,-100.0,22
22055,0,10,70,0,1990,83945,1824388773,0,0,418,21733,220126723,13.7,-556441460,-100.0,22
22057,0,10,70,0,1990,22007,417185195,0,0,365,18957,40954234,10.9,-135494484,-100.0,22
22059,0,10,70,0,1990,3849,63692003,0,0,318,16550,2495836,4.1,-23332413,-100.0,22
22061,0,10,70,0,1990,14047,256573741,0,0,351,18265,24335844,10.5,-68280878,-100.0,22
22063,0,10,70,0,1990,8680,127284879,0,0,282,14664,9151322,7.7,-44224176,-100.0,22
22065,0,10,70,0,1990,2658,35893197,0,0,260,13506,2451740,7.3,-13473147,-100.0,22
22067,0,10,70,0,1990,8118,145564034,0,0,345,17930,6909019,5.0,-48332283,-100.0,22
22069,0,10,70,0,1990,9561,150828494,0,0,303,15775,7934226,5.6,-47608578,-100.0,22
22071,0,10,70,0,1990,268233,6175396670,0,0,443,23023,326871451,5.6,-1691576620,-100.0,22
22073,0,10,70,0,1990,55625,1098227344,0,0,380,19744,74169750,7.2,-339796050,-100.0,22
22075,0,10,70,0,1990,15922,418871091,0,0,506,26308,30986562,8.0,-117051891,-100.0,22
22077,0,10,70,0,1990,4558,84905670,0,0,358,18628,4415159,5.5,-26829623,-100.0,22
22079,0,10,70,0,1990,45014,832734805,0,0,356,18499,47360164,6.0,-240562009,-100.0,22
22081,0,10,70,0,1990,2372,35405140,0,0,287,14928,3485878,10.9,-14977252,-100.0,22
22083,0,10,70,0,1990,5750,85189721,0,0,285,14815,-482397,-0.6,-37229858,-100.0,22
22085,0,10,70,0,1990,5044,83127630,0,0,317,16479,5861278,7.6,-30591783,-100.0,22
22087,0,10,70,0,1990,12618,241707167,0,0,368,19156,14089760,6.2,-79300238,-100.0,22
22089,0,10,70,0,1990,18784,509305007,0,0,521,27114,56118827,12.4,-150878251,-100.0,22
22091,0,10,70,0,1990,1256,17666107,0,0,270,14064,1101701,6.7,-3914267,-100.0,22
22093,0,10,70,0,1990,8184,241492834,0,0,567,29509,44766173,22.8,-51711513,-100.0,22
22095,0,10,70,0,1990,11172,255753564,0,0,440,22893,33612680,15.1,-72718852,-100.0,22
22097,0,10,70,0,1990,18106,300495150,0,0,319,16597,22449821,8.1,-100169230,-100.0,22
22099,0,10,70,0,1990,11000,169474584,0,0,296,15407,19825951,13.2,-65562133,-100.0,22
22101,0,10,70,0,1990,25708,577677545,0,0,432,22471,48864683,9.2,-192207900,-100.0,22
22103,0,10,70,0,1990,33608,552174707,0,0,316,16430,57652016,11.7,-185312912,-100.0,22
22105,0,10,70,0,1990,22332,334322944,0,0,288,14970,25489224,8.3,-112237764,-100.0,22
22107,0,10,70,0,1990,1287,18999954,0,0,284,14762,-132884,-0.7,-7566039,-100.0,22
22109,0,10,70,0,1990,35700,740523402,0,0,399,20743,84071556,12.8,-230126446,-100.0,22
22111,0,10,70,0,1990,3463,54438105,0,0,302,15718,4154246,8.3,-19795372,-100.0,22
22113,0,10,70,0,1990,11472,214600632,0,0,360,18707,15701234,7.9,-72472357,-100.0,22
22115,0,10,70,0,1990,10719,154305675,0,0,277,14396,632112,0.4,-36913888,-100.0,22
22117,0,10,70,0,1990,9962,175090120,0,0,338,17576,10974791,6.7,-55600433,-100.0,22
22119,0,10,70,0,1990,12328,215616118,0,0,336,17490,14417121,7.2,-80693249,-100.0,22
22121,0,10,70,0,1990,6988,151536403,0,0,417,21684,6158075,4.2,-53708107,-100.0,22
22123,0,10,70,0,1990,2255,29232793,0,0,249,12964,2803674,10.6,-10217587,-100.0,22
22125,0,10,70,0,1990,5573,156423180,0,0,540,28066,3762121,2.5,-31345076,-100.0,22
22127,0,10,70,0,1990,4398,74359270,0,0,325,16907,5700384,8.3,-26825221,-100.0,22
23001,0,10,70,0,1990,41216,770214365,0,0,359,18687,11805914,1.6,-254385645,-100.0,23
23003,0,10,70,0,1990,30396,515382164,0,0,326,16956,19422181,3.9,-159836400,-100.0,23
23005,0,10,70,0,1990,140054,3071234588,0,0,422,21929,116939778,4.0,-876931954,-100.0,23
23007,0,10,70,0,1990,11785,218971998,0,0,357,18581,-10437180,-4.5,-71865070,-100.0,23
23009,0,10,70,0,1990,18486,326998994,0,0,340,17689,21271579,7.0,-107050990,-100.0,23
23011,0,10,70,0,1990,57241,1164246961,0,0,391,20339,34069430,3.0,-276851634,-100.0,23
23013,0,10,70,0,1990,13849,232050311,0,0,322,16756,6611732,2.9,-78396602,-100.0,23
23015,0,10,70,0,1990,8860,161519277,0,0,351,18231,12488451,8.4,-51924435,-100.0,23
23017,0,10,70,0,1990,16486,313077703,0,0,365,18991,4725134,1.5,-103647922,-100.0,23
23019,0,10,70,0,1990,63364,1265511577,0,0,384,19972,32821730,2.7,-351618324,-100.0,23
23021,0,10,70,0,1990,5994,97756676,0,0,314,16310,5000667,5.4,-36041717,-100.0,23
23023,0,10,70,0,1990,18613,455189368,0,0,470,24455,22979236,5.3,-125526227,-100.0,23
23025,0,10,70,0,1990,16665,333809641,0,0,385,20031,42744809,14.7,-98852484,-100.0,23
23027,0,10,70,0,1990,6742,101437030,0,0,289,15045,2295549,2.3,-39344894,-100.0,23
23029,0,10,70,0,1990,11185,192515575,0,0,331,17211,5872252,3.1,-64091274,-100.0,23
23031,0,10,70,0,1990,59296,1195128802,0,0,388,20155,23832897,2.0,-313794953,-100.0,23
24001,0,10,70,0,1990,27667,538609661,0,0,374,19467,28293365,5.5,-143295500,-100.0,24
24003,0,10,70,0,1990,161224,4015790313,0,0,479,24908,316297668,8.5,-917852233,-100.0,24
24005,0,10,70,0,1990,318238,7754788645,0,0,469,24368,617054782,8.6,-1866184283,-100.0,24
24009,0,10,70,0,1990,9496,196671818,0,0,398,20711,26271674,15.4,-49738435,-100.0,24
24011,0,10,70,0,1990,7296,142909355,0,0,377,19588,6899490,5.1,-47269164,-100.0,24
24013,0,10,70,0,1990,36017,696080664,0,0,372,19326,50277455,7.8,-204492421,-100.0,24
24015,0,10,70,0,1990,18540,402277307,0,0,417,21698,34961315,9.5,-100613803,-100.0,24
24017,0,10,70,0,1990,28078,589274761,0,0,404,20987,58122553,10.9,-136978089,-100.0,24
24019,0,10,70,0,1990,12000,221099714,0,0,354,18426,11695749,5.6,-71991451,-100.0,24
24021,0,10,70,0,1990,51022,1082201667,0,0,408,21211,108876152,11.2,-284101078,-100.0,24
24023,0,10,70,0,1990,9447,153348409,0,0,312,16232,9969736,7.0,-53522202,-100.0,24
24025,0,10,70,0,1990,52044,1067861909,0,0,395,20518,80737055,8.2,-240571173,-100.0,24
24027,0,10,70,0,1990,80909,2113822614,0,0,502,26126,190906068,9.9,-484004058,-100.0,24
24029,0,10,70,0,1990,6730,119038919,0,0,340,17688,14382204,13.7,-36533948,-100.0,24
24031,0,10,70,0,1990,382044,10973164759,0,0,552,28722,363565482,3.4,-2359895458,-100.0,24
24033,0,10,70,0,1990,287685,7371260596,0,0,493,25623,691825983,10.4,-1611993449,-100.0,24
24035,0,10,70,0,1990,7755,140157512,0,0,348,18073,10873688,8.4,-45686741,-100.0,24
24037,0,10,70,0,1990,22683,518288030,0,0,439,22849,39528972,8.3,-108705875,-100.0,24
24039,0,10,70,0,1990,5509,104721312,0,0,366,19008,8238165,8.5,-24085167,-100.0,24
24041,0,10,70,0,1990,15040,281838936,0,0,360,18740,17699824,6.7,-91287202,-100.0,24
24043,0,10,70,0,1990,51316,1063091811,0,0,398,20717,53435529,5.3,-298094815,-100.0,24
24045,0,10,70,0,1990,34505,701038460,0,0,391,20317,57128023,8.9,-197405303,-100.0,24
24047,0,10,70,0,1990,20130,303959002,0,0,290,15100,14892996,5.2,-128559204,-100.0,24
24510,0,10,70,0,1990,445331,11323111062,0,0,489,25426,405011084,3.7,-2352037377,-100.0,24
25001,0,10,70,0,1990,70230,1385285663,0,0,379,19725,3696221,0.3,-504276490,-100.0,25
25003,0,10,70,0,1990,60848,1368163684,0,0,432,22485,2271365,0.2,-448480420,-100.0,25
25005,0,10,70,0,1990,191630,4075326885,0,0,409,21267,37839676,0.9,-1437779064,-100.0,25
25007,0,10,70,0,1990,5094,97495585,0,0,368,19140,2968059,3.1,-40267477,-100.0,25
25009,0,10,70,0,1990,270911,6645592212,0,0,472,24531,8479883,0.1,-1868656762,-100.0,25
25011,0,10,70,0,1990,24150,487304848,0,0,388,20178,20666436,4.4,-161448611,-100.0,25
25013,0,10,70,0,1990,196495,4490847983,0,0,440,22855,64221053,1.5,-1317683329,-100.0,25
25015,0,10,70,0,1990,51254,1107246121,0,0,415,21603,10183512,0.9,-471928510,-100.0,25
25017,0,10,70,0,1990,751464,22083264512,0,0,565,29387,180052949,0.8,-5466413956,-100.0,25
25019,0,10,70,0,1990,3647,75552196,0,0,398,20714,-6308719,-7.7,-41114901,-100.0,25
25021,0,10,70,0,1990,288387,7785187755,0,0,519,26996,217472100,2.9,-2163548015,-100.0,25
25023,0,10,70,0,1990,143035,3243570672,0,0,436,22677,-15040174,-0.5,-1060141618,-100.0,25
25025,0,10,70,0,1990,556129,17571666407,0,0,608,31596,663543027,3.9,-4325839832,-100.0,25
25027,0,10,70,0,1990,280832,6728511002,0,0,461,23959,31903037,0.5,-2042915552,-100.0,25
26001,0,10,70,0,1990,1258,18926571,0,0,289,15042,1040961,5.8,-7464158,-100.0,26
26003,0,10,70,0,1990,2314,44524926,0,0,370,19242,4981457,12.6,-15595337,-100.0,26
26005,0,10,70,0,1990,26239,570191931,0,0,418,21731,32364236,6.0,-199282643,-100.0,26
26007,0,10,70,0,1990,11103,219107534,0,0,379,19734,6469455,3.0,-74503013,-100.0,26
26009,0,10,70,0,1990,4619,76280262,0,0,318,16513,4229089,5.9,-30556974,-100.0,26
26011,0,10,70,0,1990,3770,56297664,0,0,287,14933,6714085,13.5,-22029754,-100.0,26
26013,0,10,70,0,1990,2270,37777677,0,0,320,16646,2222399,6.3,-14001749,-100.0,26
26015,0,10,70,0,1990,8376,168520900,0,0,387,20119,4309727,2.6,-55443928,-100.0,26
26017,0,10,70,0,1990,35569,776409606,0,0,420,21828,56248636,7.8,-227091487,-100.0,26
26019,0,10,70,0,1990,2936,44377233,0,0,291,15114,3165683,7.7,-19275986,-100.0,26
26021,0,10,70,0,1990,63960,1359506657,0,0,409,21256,58266125,4.5,-475394048,-100.0,26
26023,0,10,70,0,1990,11932,240751510,0,0,388,20177,-6223692,-2.5,-83292699,-100.0,26
26025,0,10,70,0,1990,56680,1392184303,0,0,472,24562,62829703,4.7,-382549139,-100.0,26
26027,0,10,70,0,1990,9059,177611425,0,0,377,19606,4388440,2.5,-61946944,-100.0,26
26029,0,10,70,0,1990,7579,158409124,0,0,402,20901,21665790,15.8,-52568050,-100.0,26
26031,0,10,70,0,1990,6099,99723687,0,0,314,16350,5143532,5.4,-41355922,-100.0,26
26033,0,10,70,0,1990,10665,190158317,0,0,343,17830,20276307,11.9,-50860403,-100.0,26
26035,0,10,70,0,1990,6226,94572541,0,0,292,15190,7711409,8.9,-37430896,-100.0,26
26037,0,10,70,0,1990,8787,170584172,0,0,373,19414,16321973,10.6,-54613311,-100.0,26
26039,0,10,70,0,1990,3413,53661431,0,0,302,15722,6498434,13.8,-19341940,-100.0,26
26041,0,10,70,0,1990,12741,248134593,0,0,375,19476,18005155,7.8,-81609954,-100.0,26
26043,0,10,70,0,1990,13118,291110363,0,0,427,22192,70885534,32.2,-78973109,-100.0,26
26045,0,10,70,0,1990,17254,354599843,0,0,395,20552,82704436,30.4,-100296173,-100.0,26
26047,0,10,70,0,1990,12292,231087812,0,0,362,18800,28366781,14.0,-77579635,-100.0,26
26049,0,10,70,0,1990,163807,4667742421,0,0,548,28495,228485656,5.1,-1249904165,-100.0,26
26051,0,10,70,0,1990,3765,64172839,0,0,328,17046,5742170,9.8,-23148572,-100.0,26
26053,0,10,70,0,1990,5200,75501567,0,0,279,14520,4865270,6.9,-27964924,-100.0,26
26055,0,10,70,0,1990,34410,647557323,0,0,362,18819,43175001,7.1,-230723025,-100.0,26
26057,0,10,70,0,1990,11858,228222891,0,0,370,19246,20400125,9.8,-73914517,-100.0,26
